Date,Price,Open,High,Low,Volume,ChangePct
2024-11-07,74.62,73.61,75.09,73.57,16309999.999999998,0.13
2024-11-08,76.97,74.98,77.19,74.68,14660000.0,3.15
2024-11-11,75.91,76.98,77.15,75.74,10280000.0,-1.38
2024-11-12,74.26,75.61,75.8,73.62,12570000.0,-2.17
2024-11-13,74.24,74.63,75.04,73.92,12450000.0,-0.03
2024-11-14,75.28,73.88,76.18,73.65,13780000.0,1.4
2024-11-15,76.35,75.45,76.69,75.29,12930000.0,1.42
2024-11-18,76.39,76.3,76.67,75.31,9040000.0,0.05
2024-11-19,77.08,76.31,77.32,75.72,7940000.0,0.9
2024-11-20,76.88,77.19,77.5,76.36,7070000.0,-0.26
2024-11-21,77.36,76.79,77.51,76.36,8910000.0,0.62
2024-11-22,76.0,77.23,77.54,75.76,8170000.0,-1.76
2024-11-25,76.64,76.73,77.1,75.83,20800000.0,0.84
2024-11-26,77.49,77.0,77.78,76.47,10560000.0,1.11
2024-11-27,78.52,78.13,79.38,77.86,8690000.0,1.33
2024-11-29,78.67,78.58,78.99,78.32,6190000.0,0.19
2024-12-02,77.07,78.92,79.05,76.89,11360000.0,-2.03
2024-12-03,76.29,77.07,77.57,76.23,9810000.0,-1.01
2024-12-04,75.74,76.0,76.02,75.1,8310000.000000001,-0.72
2024-12-05,76.2,75.64,76.54,75.42,6490000.0,0.61
2024-12-06,75.24,76.19,76.5,74.92,7080000.0,-1.26
2024-12-09,74.7,75.5,75.63,74.56,9270000.0,-0.72
2024-12-10,74.14,74.5,74.52,73.35,8620000.0,-0.75
2024-12-11,73.98,74.2,74.55,73.58,7470000.0,-0.22
2024-12-12,73.22,73.84,74.08,73.09,6970000.0,-1.03
2024-12-13,73.62,73.05,73.75,72.94,7670000.0,0.55
2024-12-16,72.79,73.7,74.22,72.76,9770000.0,-1.13
2024-12-17,72.27,72.31,72.6,71.8,7720000.0,-0.71
2024-12-18,70.52,71.96,72.54,70.43,12500000.0,-2.42
2024-12-19,69.77,70.52,71.0,69.71,13730000.0,-1.06
2024-12-20,71.67,69.58,71.98,69.32,27550000.0,2.72
2024-12-23,72.49,71.34,72.53,71.25,7510000.0,1.14
2024-12-24,72.91,72.42,72.91,72.03,3000000.0,0.58
2024-12-26,72.37,72.48,72.9,72.27,4510000.0,-0.74
2024-12-27,72.11,71.9,72.43,71.68,5460000.0,-0.36
2024-12-30,71.76,71.68,71.91,70.98,8400000.0,-0.49
2024-12-31,71.69,71.86,72.41,71.4,6220000.0,-0.1
2025-01-02,71.61,72.47,72.62,71.29,5340000.0,-0.11
2025-01-03,71.99,71.92,72.68,71.59,5090000.0,0.53
2025-01-06,71.24,71.8,71.94,70.84,7030000.0,-1.04
2025-01-07,70.43,71.46,71.9,70.06,8980000.0,-1.14
2025-01-08,70.66,70.02,70.7,69.46,7930000.0,0.33
2025-01-10,67.38,69.99,70.07,67.07,16260000.000000002,-4.64
2025-01-13,66.96,67.22,67.36,65.89,17060000.0,-0.62
2025-01-14,67.98,66.98,68.01,66.88,10700000.0,1.52
2025-01-15,69.29,69.27,70.04,69.01,12420000.0,1.93
2025-01-16,71.37,68.96,71.42,68.89,11470000.0,3.0
2025-01-17,70.76,71.09,71.84,70.74,12660000.0,-0.85
2025-01-21,70.85,71.36,71.88,70.78,12150000.0,0.13
2025-01-22,68.49,70.56,70.57,68.34,14420000.0,-3.33
2025-01-23,69.23,68.85,69.35,68.27,10780000.0,1.08
2025-01-24,72.83,68.1,74.05,68.0,24590000.0,5.2
2025-01-27,73.83,73.3,73.93,70.64,19130000.0,1.37
2025-01-28,70.54,72.33,72.88,69.92,16629999.999999998,-4.46
2025-01-29,70.89,70.75,71.52,70.61,9500000.0,0.5
2025-01-30,71.3,71.99,72.0,70.79,8640000.0,0.58
2025-01-31,71.56,71.51,71.73,70.93,10710000.0,0.36
2025-02-03,71.05,70.5,71.79,70.19,9130000.0,-0.71
2025-02-04,69.9,70.25,70.85,69.62,10570000.0,-1.62
2025-02-05,69.2,70.75,70.79,69.14,9030000.0,-1.0
2025-02-06,69.27,69.4,69.62,68.26,9150000.0,0.1
2025-02-07,68.27,69.14,69.39,68.2,9320000.0,-1.44
2025-02-10,69.7,68.34,69.74,68.09,9120000.0,2.09
2025-02-11,70.33,69.41,70.38,68.71,7020000.0,0.9
2025-02-12,69.28,69.31,70.19,68.98,8570000.0,-1.49
2025-02-13,68.6,69.42,69.66,68.56,15170000.0,-0.98
2025-02-14,68.06,68.6,69.02,67.88,14180000.0,-0.79
2025-02-18,68.5,68.0,68.55,67.53,12090000.0,0.65
2025-02-19,69.06,68.54,69.51,68.41,8840000.0,0.82
2025-02-20,70.14,69.08,70.44,68.82,9340000.0,1.56
2025-02-21,71.58,70.14,71.97,70.01,16739999.999999998,2.05
2025-02-24,70.8,71.3,71.46,69.92,11970000.0,-1.09
2025-02-25,71.28,71.2,71.71,70.68,14060000.0,0.68
2025-02-26,71.01,71.19,71.64,70.51,8010000.0,-0.38
2025-02-27,69.38,70.57,70.91,69.31,9380000.0,-2.3
2025-02-28,70.17,69.59,70.22,69.28,11250000.0,1.14
2025-03-03,71.62,70.05,71.7,70.0,9490000.0,2.07
2025-03-04,70.85,71.96,73.08,70.76,17870000.0,-1.08
2025-03-05,70.48,70.53,70.89,69.39,7720000.0,-0.52
2025-03-06,70.01,70.02,70.11,69.02,7480000.0,-0.67
2025-03-07,72.83,70.18,73.12,70.06,13470000.0,4.03
2025-03-10,76.16,73.0,76.29,72.48,25260000.0,4.57
2025-03-11,74.03,75.9,76.26,73.2,14840000.0,-2.8
2025-03-12,72.92,73.0,73.38,71.78,12110000.0,-1.5
2025-03-13,72.73,73.2,73.55,72.05,11250000.0,-0.26
2025-03-14,73.55,72.78,73.68,72.33,8700000.0,1.13
2025-03-17,72.11,73.43,73.43,71.07,14950000.0,-1.96
2025-03-18,70.7,72.21,72.21,70.27,15210000.0,-1.96
2025-03-19,70.5,71.02,71.18,70.0,9460000.0,-0.28
2025-03-20,71.15,71.04,72.09,70.59,11820000.0,0.92
2025-03-21,70.88,71.02,71.96,70.17,15780000.0,-0.38
2025-03-24,70.07,70.95,71.79,69.91,12390000.0,-1.14
2025-03-25,68.59,70.48,70.48,68.42,12620000.0,-2.11
2025-03-26,69.73,68.77,69.84,68.68,9160000.0,1.66
2025-03-27,70.03,69.76,71.02,69.61,8750000.0,0.43
2025-03-28,70.45,70.43,70.97,70.17,7850000.0,0.6
2025-03-31,70.89,70.71,71.75,70.62,13350000.0,0.62
2025-04-01,70.92,71.0,71.57,70.52,8720000.0,0.04
2025-04-02,70.48,71.09,71.29,70.13,8480000.0,-0.62
2025-04-03,72.14,71.67,72.96,71.37,13650000.0,2.36
2025-04-04,66.91,72.79,73.42,66.86,20990000.0,-7.25
2025-04-07,65.06,65.5,67.26,63.93,19490000.0,-2.76
2025-04-08,64.11,66.43,66.58,63.2,14230000.0,-1.46
2025-04-09,67.58,63.38,67.79,61.72,23210000.0,5.41
2025-04-10,66.72,66.8,67.5,65.24,12800000.0,-1.27
2025-04-11,65.81,66.45,66.99,64.6,14860000.0,-1.36
2025-04-14,67.69,66.48,68.12,65.96,11590000.0,2.86
2025-04-15,67.66,67.86,68.43,67.53,7850000.0,-0.04
2025-04-16,65.64,67.95,68.04,65.3,11360000.0,-2.99
2025-04-17,66.31,66.04,67.34,65.97,11210000.0,1.02
2025-04-21,64.68,65.82,66.06,63.64,11570000.0,-2.46
2025-04-22,66.64,65.46,66.8,65.35,14350000.0,3.03
2025-04-23,67.27,67.55,69.1,66.99,19480000.0,0.95
2025-04-24,66.35,67.04,67.2,65.24,13720000.0,-1.37
2025-04-25,66.09,66.65,66.87,65.36,9640000.0,-0.39
2025-04-28,66.19,66.16,66.34,65.28,7120000.0,0.15
2025-04-29,67.25,66.05,67.39,65.72,8890000.0,1.6
2025-04-30,66.88,67.01,67.21,65.46,13760000.0,-0.55
2025-05-01,66.05,67.49,67.63,65.94,11490000.0,-1.24
2025-05-02,67.09,66.1,67.37,65.99,13330000.0,1.57
2025-05-05,66.1,67.0,67.03,65.88,7120000.0,-1.48
2025-05-06,66.54,65.81,66.89,65.35,7940000.0,0.67
2025-05-07,67.36,66.26,67.98,65.97,9960000.0,1.23
2025-05-08,68.32,67.27,69.38,66.91,13030000.0,1.43
2025-05-09,70.31,68.68,70.49,68.45,17330000.0,2.91
2025-05-12,69.69,70.9,70.99,68.7,18940000.0,-0.88
2025-05-13,72.11,70.07,72.48,69.96,22960000.0,3.47
2025-05-14,72.19,71.79,72.43,70.75,15240000.0,0.11
2025-05-15,74.55,73.0,74.83,72.45,17790000.0,3.27
2025-05-16,75.0,74.55,75.0,73.71,12830000.0,0.6
2025-05-19,73.86,74.22,74.25,73.16,14440000.0,-1.52
2025-05-20,74.41,74.0,75.21,73.83,8050000.000000001,0.74
2025-05-21,71.54,74.07,74.34,71.36,16129999.999999998,-3.86
2025-05-22,66.94,68.9,69.0,63.88,40210000.0,-6.43
2025-05-23,67.76,67.01,67.95,65.97,17160000.0,1.22
2025-05-27,68.04,67.75,68.37,67.46,10910000.0,0.41
2025-05-28,67.21,67.89,68.15,66.83,7840000.0,-1.22
2025-05-29,68.99,66.77,69.1,66.77,11570000.0,2.65
2025-05-30,70.64,68.8,70.69,68.5,18800000.0,2.39
2025-06-02,70.15,69.75,70.2,69.04,9370000.0,-0.69
2025-06-03,70.95,70.3,71.08,69.86,11010000.0,1.14
2025-06-04,69.88,71.15,71.15,69.79,10890000.0,-1.51
2025-06-05,71.5,70.3,72.0,69.75,10970000.0,2.32
2025-06-06,72.16,71.62,72.29,71.47,9290000.0,0.92
2025-06-09,71.9,72.23,72.46,71.32,7060000.0,-0.36
2025-06-10,72.81,72.3,73.06,71.93,9890000.0,1.27
2025-06-11,73.0,72.83,73.49,72.56,12000000.0,0.26
2025-06-12,73.84,73.42,74.43,73.26,11020000.0,1.15
2025-06-13,74.78,73.79,75.25,73.39,13210000.0,1.27
2025-06-16,73.78,75.2,75.3,72.56,14550000.0,-1.34
2025-06-17,71.86,73.33,73.62,70.45,12970000.0,-2.6
2025-06-18,71.57,71.97,72.44,71.38,7200000.0,-0.4
2025-06-20,71.53,71.87,72.56,71.5,15180000.0,-0.06
2025-06-23,70.73,71.79,72.32,70.13,8670000.0,-1.12
2025-06-24,71.4,71.01,71.61,70.68,9000000.0,0.95
2025-06-25,70.34,70.64,71.13,70.14,12840000.0,-1.48
2025-06-26,70.99,70.4,71.2,70.29,8010000.0,0.92
2025-06-27,70.89,71.5,71.82,70.35,14280000.0,-0.14
2025-06-30,69.42,67.82,69.68,67.2,20890000.0,-2.07
2025-07-01,73.06,69.57,73.15,67.54,23840000.0,5.24
2025-07-02,73.02,72.79,73.75,72.58,11240000.0,-0.05
2025-07-03,73.88,73.0,75.05,72.47,8560000.0,1.18
2025-07-07,74.75,73.7,74.86,73.5,11370000.0,1.18
2025-07-08,72.46,72.86,73.4,71.26,19550000.0,-3.06
2025-07-09,73.65,72.87,73.89,72.68,8820000.0,1.64
2025-07-10,74.64,73.3,74.84,73.0,6960000.0,1.34
2025-07-11,74.4,73.85,74.44,73.48,8090000.0,-0.32
2025-07-14,75.04,74.4,75.82,74.17,10420000.0,0.86
2025-07-15,74.7,75.34,75.54,74.18,8880000.0,-0.45
2025-07-16,74.77,75.06,75.31,74.26,8910000.0,0.09
2025-07-17,75.18,74.51,75.47,74.37,7170000.0,0.55
2025-07-18,75.95,75.25,76.35,74.97,7990000.0,1.02
2025-07-21,76.17,76.34,77.1,75.96,8350000.0,0.29
2025-07-22,77.54,76.35,77.6,76.35,9030000.0,1.8
2025-07-23,72.82,77.5,78.46,72.07,21220000.0,-6.09
2025-07-24,71.97,72.93,72.97,71.35,11170000.0,-1.17
2025-07-25,71.85,72.1,72.72,71.08,8070000.0,-0.17
2025-07-28,71.34,71.9,72.3,70.97,8160000.0,-0.71
2025-07-29,71.95,71.64,72.28,71.05,7590000.0,0.86
2025-07-30,70.99,71.9,72.01,70.93,6940000.0,-1.33
2025-07-31,71.06,70.41,71.22,69.68,8850000.0,0.1
2025-08-01,70.4,71.43,71.79,70.34,6630000.0,-0.93
2025-08-04,70.53,70.5,71.21,70.18,6540000.0,0.18
2025-08-05,71.18,70.86,71.93,70.65,7180000.0,0.92
2025-08-06,70.54,71.44,71.51,70.49,7720000.0,-0.9
2025-08-07,72.58,70.67,72.66,70.67,7420000.0,2.89
2025-08-08,72.41,72.66,73.0,72.23,5580000.0,-0.23
2025-08-11,72.45,72.8,73.01,71.12,8420000.0,0.06
2025-08-12,71.86,72.69,72.78,71.14,8670000.0,-0.81
2025-08-13,72.3,71.9,72.31,71.2,8119999.999999999,0.61
2025-08-14,72.24,71.8,72.51,71.35,6780000.0,-0.08
2025-08-15,75.41,72.24,76.69,71.78,23400000.0,4.39
2025-08-18,75.72,76.11,77.31,75.31,12570000.0,0.41
2025-08-19,76.51,75.8,76.57,75.45,8050000.000000001,1.04
2025-08-20,76.18,76.72,77.26,75.83,11010000.0,-0.43
2025-08-21,76.08,76.47,77.42,75.58,8640000.0,-0.13
2025-08-22,76.32,76.65,77.09,75.43,13130000.0,0.32
2025-08-25,75.32,75.81,76.2,75.11,6340000.0,-1.31
2025-08-26,74.84,75.44,75.75,74.43,7160000.0,-0.64
2025-08-27,73.89,74.91,75.01,73.4,10120000.0,-1.27
2025-08-28,72.09,73.26,73.48,71.9,10920000.0,-2.44
2025-08-29,72.05,72.4,72.83,71.82,11280000.0,-0.06
2025-09-02,72.65,72.27,72.66,71.49,8660000.0,0.83
2025-09-03,71.63,72.12,72.63,71.36,7720000.0,-1.4
2025-09-04,70.87,72.05,72.5,70.16,14600000.0,-1.06
2025-09-05,70.9,71.25,71.73,70.25,10070000.0,0.04
2025-09-08,69.77,70.83,70.84,69.24,12600000.0,-1.59
2025-09-09,70.07,69.66,70.32,69.54,7290000.0,0.43
2025-09-10,71.04,70.0,71.33,69.62,9250000.0,1.38
2025-09-11,71.32,70.97,71.44,70.51,7420000.0,0.39
2025-09-12,71.64,71.15,72.49,70.81,9350000.0,0.45
2025-09-15,71.5,71.58,72.2,71.3,10400000.0,-0.2
2025-09-16,69.83,71.29,71.54,69.76,7930000.0,-2.34
2025-09-17,70.31,70.28,71.01,70.1,10800000.0,0.69
2025-09-18,70.79,70.0,71.09,69.37,8490000.0,0.68
2025-09-19,71.08,70.98,71.4,70.37,14820000.0,0.41
2025-09-22,72.35,71.4,72.54,71.27,9860000.0,1.79
2025-09-23,72.32,72.1,72.62,71.72,7800000.0,-0.04
2025-09-24,73.83,72.19,73.88,72.05,11280000.0,2.09
2025-09-25,74.65,74.06,74.91,73.59,12920000.0,1.11
2025-09-26,75.85,74.73,75.86,74.63,8270000.0,1.61
2025-09-29,76.21,75.68,76.29,75.27,10370000.0,0.47
2025-09-30,75.49,76.46,76.7,75.12,9390000.0,-0.94
2025-10-01,78.67,76.32,78.7,76.22,15040000.0,4.21
2025-10-02,78.18,78.64,78.89,77.54,9270000.0,-0.62
2025-10-03,80.06,78.45,81.36,77.65,12120000.0,2.4
2025-10-06,82.11,80.14,82.36,80.14,15770000.0,2.56
2025-10-07,83.21,83.13,84.61,82.41,16110000.0,1.34
2025-10-08,84.04,83.7,84.39,82.87,13780000.0,1.0
2025-10-09,83.71,84.46,84.82,83.45,7490000.0,-0.39
2025-10-10,83.35,83.9,84.83,83.19,10290000.0,-0.43
2025-10-13,84.3,83.13,85.03,83.01,8420000.0,1.14
2025-10-14,84.64,84.17,84.84,83.43,8910000.0,0.4
2025-10-15,85.79,85.07,86.49,84.83,9270000.0,1.36
2025-10-16,85.05,86.22,86.74,84.97,8330000.0,-0.86
2025-10-17,84.53,85.45,85.82,84.17,9140000.0,-0.61
2025-10-20,84.77,85.19,85.34,84.31,5230000.0,0.28
2025-10-21,83.99,85.0,85.11,83.03,7280000.0,-0.92
2025-10-22,82.84,84.07,84.22,82.47,9210000.0,-1.37
2025-10-23,83.25,83.89,83.89,82.57,5630000.0,0.49
2025-10-24,84.41,83.58,84.78,83.36,6250000.0,1.39
2025-10-27,86.03,83.99,87.29,83.79,18740000.0,1.92
2025-10-28,83.57,87.52,87.53,82.91,14000000.0,-2.86
2025-10-29,81.76,83.3,83.79,81.04,11680000.0,-2.17
2025-10-30,81.64,81.82,82.58,81.44,7620000.0,-0.15
2025-10-31,81.4,81.34,82.03,80.86,9410000.0,-0.29
2025-11-03,81.78,81.3,82.1,80.6,8510000.0,0.47
2025-11-04,81.69,81.78,82.21,80.8,6470000.0,-0.11
2025-11-05,82.14,81.42,82.63,81.11,7290000.0,0.55
2025-11-06,82.0,82.12,82.96,81.99,6210000.0,-0.17
2025-11-07,83.93,81.91,84.0,81.62,9170000.0,2.35
2025-11-10,84.77,84.18,85.46,83.69,11700000.0,1.0
2025-11-11,85.76,84.69,85.83,84.55,11730000.0,1.17
2025-11-12,85.89,85.43,86.25,85.01,7600000.0,0.15
2025-11-13,83.99,85.78,85.93,83.93,11860000.0,-2.21
2025-11-14,83.88,83.51,84.49,82.53,8350000.0,-0.13
2025-11-17,85.75,83.69,85.77,83.69,11610000.0,2.23
2025-11-18,84.64,86.12,86.69,84.62,11060000.0,-1.29
2025-11-19,84.27,85.12,85.34,83.92,11140000.0,-0.44
2025-11-20,84.3,84.79,86.49,84.2,10970000.0,0.04
2025-11-21,83.48,84.18,84.67,81.64,13930000.0,-0.97
2025-11-24,84.23,83.77,84.79,83.01,13290000.0,0.9
2025-11-25,84.83,84.69,85.34,84.18,7920000.0,0.71
2025-11-26,85.54,85.25,85.69,84.69,6550000.0,0.84
2025-11-28,86.29,85.43,86.47,85.15,4120000.0,0.88
2025-12-01,84.65,85.59,85.67,84.39,7990000.0,-1.9
2025-12-02,84.58,84.91,85.28,84.25,7090000.0,-0.08
2025-12-03,84.95,84.66,85.97,84.5,9620000.0,0.44
2025-12-04,83.39,84.52,84.81,82.74,12490000.0,-1.84
2025-12-05,83.13,83.51,84.19,83.06,8189999.999999999,-0.31
2025-12-08,80.55,83.14,83.16,80.41,18140000.0,-3.1
2025-12-09,79.64,80.8,81.14,79.5,13760000.0,-1.13
2025-12-10,81.27,80.05,81.92,79.64,13340000.0,2.05
2025-12-11,81.21,81.25,82.41,81.07,9490000.0,-0.07
2025-12-12,81.65,81.84,82.27,81.32,7780000.0,0.54
2025-12-15,81.65,82.01,82.24,80.53,9490000.0,0.0
2025-12-16,81.32,81.64,81.85,80.19,6620000.0,-0.4
2025-12-17,80.29,80.97,81.31,79.65,10210000.0,-1.27
2025-12-18,80.85,80.4,81.18,80.0,9200000.0,0.7
2025-12-19,79.54,80.57,81.14,79.53,30490000.0,-1.62
2025-12-22,80.04,79.02,80.18,78.72,7140000.0,0.63
2025-12-23,79.79,80.03,80.7,79.75,7870000.0,-0.31
2025-12-24,80.45,80.14,80.47,79.69,3010000.0,0.83
2025-12-26,80.41,80.48,80.64,80.05,3640000.0,-0.05
2025-12-29,80.27,80.42,81.25,80.22,5850000.0,-0.17
2025-12-30,80.53,80.2,80.67,80.15,4080000.0,0.32
2025-12-31,80.28,80.68,80.68,80.21,5040000.0,-0.31
2026-01-02,80.93,80.45,81.02,79.58,8850000.0,0.81
2026-01-05,81.32,81.16,81.34,79.25,8300000.000000001,0.48
2026-01-06,81.05,81.25,81.59,80.5,7250000.0,-0.33
2026-01-07,78.37,80.67,80.79,78.36,9860000.0,-3.31
2026-01-08,79.49,78.45,79.96,78.38,8700000.0,1.43
2026-01-09,79.89,80.2,80.92,79.87,5840000.0,0.5
2026-01-12,81.12,79.85,81.15,79.52,11090000.0,1.54
2026-01-13,81.64,81.16,81.93,80.42,8540000.0,0.64
2026-01-14,81.98,80.94,82.63,80.94,10280000.0,0.42
2026-01-15,82.19,81.98,82.67,81.54,7420000.0,0.26
2026-01-16,83.63,83.0,84.05,82.14,12870000.0,1.75
2026-01-20,83.51,83.01,83.93,82.52,10050000.0,-0.14
2026-01-21,83.85,84.04,84.39,83.2,8300000.000000001,0.41
2026-01-22,85.07,84.58,85.51,83.67,9800000.0,1.45
2026-01-23,84.81,85.25,85.25,84.2,13300000.0,-0.31
2026-01-26,85.47,85.27,86.28,84.84,10990000.0,0.78
2026-01-27,87.15,84.5,88.96,83.79,15470000.0,1.97
2026-01-28,87.57,87.72,88.62,87.06,8199999.999999999,0.48
2026-01-29,88.18,88.58,89.19,87.64,11200000.0,0.7
2026-01-30,87.9,87.9,88.29,86.16,10210000.0,-0.32
2026-02-02,86.33,88.14,88.75,86.32,9420000.0,-1.79
2026-02-03,88.82,86.68,88.89,86.68,9600000.0,2.88
2026-02-04,89.97,89.73,90.69,88.96,12180000.0,1.29
2026-02-05,89.21,90.0,90.49,88.09,9800000.0,-0.84
2026-02-06,89.47,90.53,90.99,88.39,8230000.0,0.29
2026-02-09,89.48,89.34,89.78,88.75,6530000.0,0.01
2026-02-10,90.83,89.73,91.96,89.27,7210000.0,1.51
2026-02-11,91.36,91.36,91.59,90.46,7300000.0,0.58
2026-02-12,91.93,91.38,93.58,91.23,9180000.0,0.62
2026-02-13,93.8,91.52,94.94,91.08,10400000.0,2.03
2026-02-17,92.71,94.91,95.56,92.28,9460000.0,-1.16
2026-02-18,91.22,93.0,93.01,90.59,9060000.0,-1.61
2026-02-19,91.64,91.06,92.18,91.03,8480000.0,0.46
2026-02-20,92.18,92.19,92.45,91.31,7180000.0,0.59
2026-02-23,94.06,92.93,94.19,92.59,8430000.0,2.04
2026-02-24,95.68,94.4,95.83,93.92,11600000.0,1.72
2026-02-25,95.11,95.69,95.91,93.81,9030000.0,-0.6
2026-02-26,91.99,94.62,95.0,91.85,20020000.0,-3.28
2026-02-27,93.77,90.9,94.14,90.65,25140000.0,1.93
2026-03-02,92.71,93.4,93.65,91.75,10150000.0,-1.13
2026-03-03,92.59,91.35,93.1,90.33,11310000.0,-0.13
2026-03-04,92.6,92.56,93.1,91.63,9380000.0,0.01
2026-03-05,91.13,92.3,92.38,89.9,12090000.0,-1.59
2026-03-06,91.02,90.55,91.63,90.01,9750000.0,-0.12
2026-03-09,92.01,90.27,92.19,89.65,9560000.0,1.09
2026-03-10,91.54,91.71,92.14,91.06,7490000.0,-0.51
2026-03-11,91.66,91.54,92.46,91.1,9740000.0,0.13
2026-03-12,91.73,91.2,92.73,90.81,8730000.0,0.08
2026-03-13,92.78,92.73,93.9,92.31,7500000.0,1.14
2026-03-16,92.82,93.9,94.44,92.24,8470000.0,0.04
2026-03-17,92.53,93.58,93.71,92.27,5500000.0,-0.31
2026-03-18,90.96,92.26,92.53,90.61,7050000.0,-1.7
2026-03-19,92.41,90.65,92.46,90.3,10540000.0,1.59
2026-03-20,89.5,92.74,94.21,89.17,21860000.0,-3.15
